article_id,article_url,article_title,article_tags,image_id,image_url
2550,https://www.wsbradio.com/news/national/rangers-complete/P3RPBC6ZOBM2TG5KFFCSYFKLKY/,"Rangers complete sweep over Rays, but lose Jon Gray, Adolis Garcia to early injuries",gray;adolis garcia;bruce bochy;brock burke;josh smith;mike maddux;kevin kelly;yandy diaz|american league rays,966723691D34E674ACF8C5384F64DA7A,https://cmg-cmg-rd-20021-prod.cdn.arcpublishing.com/resizer/Z6B5fsOsG31mEecz2hjOHK0CDuo=/1440x810/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/cmg/IDBDPFG4UKMQZE2E64AUUGHVI4.jpg
2551,https://www.whec.com/business/canadas-trudeau-convenes-a-crisis-group-over-canadian-port-strike-as-union-gives-72-hour-notice/,Canada's Trudeau convenes a crisis group over Canadian port strike as union gives 72-hour notice,trudeau;omar alghabra;seamus oregan;pierre poilievre|british columbia maritime employers association;international longshore;associated press;warehouse union canada,6B34D1AB5E2EC91BDB0E5BF012ABAFA4,https://www.whec.com/wp-content/uploads/apimg/2023/07/Canada_Port_Strike_91427.jpg
2552,https://nypost.com/2023/07/19/tommy-fleetwood-can-make-good-on-open-championship-dream/,Tommy Fleetwood can make good on Open Championship dream,fleetwood;adam scott;scottie scheffler|royal liverpool golf club on,6FE57EA11204BFE6B34E2C9B7EA7D00B,https://nypost.com/wp-content/uploads/sites/2/2023/07/newspress-collage-f9rqx5u5f-1689808403534.jpg?quality=75&strip=all&1689794118
2553,https://indianexpress.com/article/india/centre-amends-rules-can-act-against-ias-ips-ifos-pensioners-on-its-own-8849289/,"Centre amends rules, can act against IAS, IPS, IFoS pensioners on its own",services benefits amendment;india services;indian police service;india services benefits;central civil services;ifos indian forest service;department of personnel,FA999B54D3632DEBD27A1DB53F190362,https://images.indianexpress.com/2023/07/IPS-officer-2.jpg
2554,https://www.searchlight.vc/press-release/2023/07/19/cdb-invest-usd-1-8-million-regions-creative-sector/,CDB to Invest USD 1.8 Million in the Region's Creative Sector,industries innovation fund;community of practice;caribbean development bank;creative industries;bank board;sector division;bank acting head;enterprises msmes,F71CCA9B9159998CF8EB4E1830E4136E,https://www.searchlight.vc/searchlight/news/wp-content/uploads/sites/2/2023/07/Blondie-Bird-and-Friends_edited-1.jpg
2555,https://vervetimes.com/npr-the-u-s-troops-who-entered-north-korea-prior-to-travis-king/,NPR: The U.S. Troops Who Entered North Korea Prior to Travis King,king;charles jenkins;isaac taylor;erik scott;hitomi soga|s forces korea;korean people army,B15837338A5F82BC83A822830EA9C53A,https://media.npr.org/assets/img/2023/07/19/gettyimages-1166913172_wide-cea80f19c96c6631dbf2cff872698ac38abd4201-s1400-c100.jpg
2556,https://www.pinkvilla.com/entertainment/news/pic-ameesha-patel-happily-poses-with-gadar-2-producer-anil-sharma-after-leveling-mismanagement-allegations-1230999,PIC: Ameesha Patel happily poses with Gadar 2 producer Anil Sharma after leveling mismanagement allegations,sharma;ameesha patel;anil sharma;luv sinha;tara singh;dainik bhaskar;simrat kaur;sunny deol|twitter,F250D5A5524201DED25D7851DA3FF1E6,https://www.pinkvilla.com/images/2023-07/1462619941_ameesha-lead-1.jpg
2557,https://indianexpress.com/article/cities/mumbai/covid-jumbo-centre-scam-ias-officer-sanjeev-jaiswal-stopped-from-flying-to-sri-lanka-8849291/,Covid jumbo centre scam: IAS officer Sanjeev Jaiswal stopped from flying to Sri Lanka,raut;kirit somaiya;sujit patkar|area development authority;lifeline hospital management services;brihanmumbai municipal corporation,5E5F41344D7047B7E7C06B8FC6C8D609,https://images.indianexpress.com/2023/07/IAS-officer-Sanjeev-Jaiswal.jpg
2558,https://indianexpress.com/article/cities/mumbai/low-lying-areas-inundated-as-rain-continues-to-batter-city-27-trees-fall-8849350/,"Low-lying areas inundated as rain continues to batter city, 27 trees fall",municipal corporation automatic weather system;express,C90F08493254EB331332B2364C57BD3B,https://images.indianexpress.com/2023/07/Workers-remove-a-tree-after-it-fell-and-damaged-several-vehicles-in-Mumbai-Wednesday-.-PTI.jpg
2559,https://seekingalpha.com/article/4618215-northrop-grumman-stock-a-realistic-approach,Northrop Grumman Stock: A Realistic Approach (NYSE:NOC),states;northrop grumman corporation;northrop grumman,40437ED36DA4423C2CC5FC536AB99594,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1446379587/image_1446379587.jpg?io=getty-c-w1536
2560,https://www.dailymail.co.uk/tvshowbiz/article-12317435/Joe-Manganiello-OFFICIALLY-files-divorce-Sofia-Vergara-citing-irreconcilable-differences-reason-split-100M-prenup-wont-contested.html,Joe Manganiello OFFICIALLY files for divorce from Sofia Vergara,depp;joe manganiello;laura wasser;ben affleck;kim kardashian;jennifer lopez|,DD3DBC21F1E8E8658C62B98F67E2087E,https://i.dailymail.co.uk/1s/2023/07/20/00/73406041-0-image-a-4_1689808088834.jpg
2561,http://www.namibiansun.com/my-zone/i-care-celebrates-nursing-graduates2023-07-2074491,I-Care celebrates nursing graduates,training institute,599E1A983E56E1BDF77C190ED9D7F1B8,https://cdn.nmh.com.na:2083/S3Server/mynamibia-eu/nmhwebimages/2023/7/20/20230720190510.jpg
2562,https://lifestyle.inquirer.net/469205/no-prayer-can-save-romes-historic-bakery-to-the-popes/,No prayer can save Rome's historic bakery to the popes,pio;peter square;cardinal joseph ratzinger;pope francis;angelo arrigoni;francesca pantusa;iacopo scaramuzzi;panificio arrigoni;pope john paul|catholic church;twitter,2E5422F83FE90966551ADD167A75CB6D,https://lifestyle.inquirer.net/files/2023/07/500054.jpeg
2563,https://www.dailymail.co.uk/news/article-12317151/Dingo-attacked-woman-jogging-Queensland-beach-killed.html,Dingo that attacked a woman who was jogging on Queensland beach is killed,linard;sarah peet;sarah moffat;shane moffat|wildlife service;a queensland department of environment,B7E731340306F4D34738B734D145658C,https://i.dailymail.co.uk/1s/2023/07/19/23/73406013-0-image-a-5_1689807550349.jpg
2564,https://www.latestly.com/agency-news/india-news-surat-diamond-bourse-overtakes-pentagon-as-worlds-largest-office-building-5278493.html,India News | Surat Diamond Bourse Overtakes Pentagon as World's Largest Office Building,patel;mahesh gadhavi;narendra modi|us army;cnn;solar renewable energy park,C89BD36CC0E3A4474281146D0B047248,https://st1.latestly.com/wp-content/uploads/2023/07/ANI-20230719181806-588x441.jpg
2565,https://www.dailymail.co.uk/news/article-12317471/Is-Chancellor-finally-listening-businesses-MPs-debate-axing-Tourist-Tax-partial-victory-companies-campaigning-change.html,Is the Chancellor finally listening to businesses? MPs to debate axing Tourist Tax in partial victory for companies campaigning for change,corsi;jeremy hunt;priti patel|end company;association of international retail;harrods,5B61047A3F548ABF07D72961289B2D21,https://i.dailymail.co.uk/1s/2023/07/20/00/73406617-0-image-a-98_1689809019633.jpg
2566,https://www.govinfosecurity.com/interviews/reporting-cyber-incidents-within-72-hours-challenges-ahead-i-5271,Reporting Cyber Incidents Within 72 Hours: Challenges Ahead,security agency;kean university;cybersecurity at kean university in union;department of health;joe biden national cybersecurity strategy implementation plan;york metropolitan transportation authority police;online journal of public health informatics;population council;human services,5DDA81C5F9D60EC6060CD3C263A9E2D3,https://0267f973c7f511eda6a4-193e28812cee85d6e20ea22afb83e185.ssl.cf1.rackcdn.com/reporting-cyber-incidents-within-72-hours-challenges-ahead-showcase_image-8-i-5271.jpg
2567,https://www.kiro7.com/news/pierce-county-animal-shelter-waives-adoption-fees-solve-capacity-crisis/PX7YN5LTBZCJLILB6WODSRIP4M/,Pierce County animal shelter waives adoption fees to solve capacity crisis,media group;pierce county humane society;tacoma pierce county humane society,BE0B0E141BAC79C0293B2ABFA8699321,https://cmg-cmg-tv-10090-prod.cdn.arcpublishing.com/resizer/pfu82f7HHrRBBzf1GnkudXC32wc=/1440x810/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/cmg/I75ZA6ZCFFGQFHIWEJP6CF3XIE.jpg
2568,https://www.etonline.com/greta-gerwig-secretly-gives-birth-welcomes-baby-no-2-with-noah-baumbach-196401,"Greta Gerwig Secretly Gives Birth, Welcomes Baby No. 2 With Noah Baumbach",mackey;margot robbie;ariana greenblatt;rhea pearlman;america ferrera;scott evans;noah baumbach;kingsley ben-adir;issa rae;jimmy fallon;emerald fennell;jennifer jason leigh;greta gerwig;alexandra shipp;kate mckinnon;ncuti gatwa;michael cera;sharon rooney|,B38B6E7F71912E06210A750137D58ACC,https://www.etonline.com/sites/default/files/styles/max_1280x720/public/images/2023-07/GettyImages-1510357097.jpg?h=e25e893e&itok=iNAfvqxF
2569,https://www.hollywoodreporter.com/business/business-news/actors-strike-movies-tv-shows-still-filming-1235538864/,"Actors Strike: Movies, TV Shows That Are Still Filming Ã¢â‚¬â€œ The Hollywood Reporter",hathaway;azmiah king;michaela coel;king ivory;jenna ortega;paul rudd|network code productions;television producers;alliance of motion;network code;writers guild,169FF47D95D73B3F52189A2771475EAC,https://www.hollywoodreporter.com/wp-content/uploads/2023/07/Paul-Rudd-Jenna-Ortega-Mark-Wahlberg-Split-Getty-H-2023.jpg
2570,https://www.billboard.com/music/music-news/mark-ronson-dua-lipa-new-album-incredible-1235375059/,Mark Ronson Has Heard Dua Lipa's New Album & Thinks 'It's Incredible' Ã¢â‚¬â€œ Billboard,minaj;billie eilish;dua lipa;mark ronson|,E4DF1F918EF67914C28E04FADAC0E62E,https://www.billboard.com/wp-content/uploads/2023/05/mark-ronson-2023-b-billboard-1548.jpg
2571,https://www.couriermail.com.au/entertainment/celebrity-life/kim-kardashians-skims-brand-is-now-worth-59-billion/news-story/f0e933c4e272cea788384a75f3816f19?nk=7d6ee6a128d10d7f2183eb8d4b1bcc0b-1689809495,Kim Kardashian's Skims brand is now worth $5.9 billion,york times;instagram,F11806B7AEC25B9045DE468EE084C857,https://content.api.news/v3/images/bin/6323bbe7edd32295b1faa56eb5cbb48c
2572,https://www.wgrz.com/article/life/family/school-rocks-backpack-giveaway-community/71-c95c6ba2-39b5-459f-9bc6-bb0a1a353383,School Rocks backpack giveaway,moorehead;broadway stalden|school rocks;school rocks backpack;verizon wireless;united states,137C2E86520F35D1D72805CD81B3D007,https://media.wgrz.com/assets/WGRZ/images/307253734/307253734_1140x641.jpg
2573,https://www.aol.co.uk/anti-muslim-hate-incidents-more-230100284.html,Anti-Muslim hate incidents 'have more than doubled in a decade',news anti;pa social affairs correspondent,D32543D9193FCD2DD528FD1C2431604D,https://s.yimg.com/ny/api/res/1.2/RmOQmLqHZU304w0MWeT5WA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/aol_press_association_news_966/86423c8bfecb5789290184422435e5f1
2574,https://www.ocregister.com/2023/07/19/angels-manager-phil-nevin-defends-oft-injured-anthony-rendon/,Angels manager Phil Nevin defends oft-injured Anthony Rendon,drury;phil nevin;mike moustakas;johan oviedo;logan ohoppe;jimmy herget;shohei ohtani;anthony rendon;jaime barr|anthony,5EDE7D57FF62D6D3350D7EC834F857D4,https://www.ocregister.com/wp-content/uploads/2023/07/imageedit_1_92722158-16x9-1.jpg
2575,https://theclemsoninsider.com/2023/07/19/5-star-clemson-target-commits-elsewhere-2/,5-star Clemson target commits elsewhere,lilburn;mike matthews|espn,6CAA45E9FBB9267427179DB64A1F6097,https://theclemsoninsider.com/wp-content/uploads/sites/81/2023/07/Mike-Matthews.jpg?&crop=1
2576,https://westchester.news12.com/hudson-valley-democrat-aims-to-become-first-openly-transgender-elected-official-in-ny-history,Hudson Valley Democrat aims to become first openly transgender elected official in NY history,jacobson;tara rosenblum;joe biden|assembly district,25687DA5B9103B7CEE693B3359AF1A55,https://images.ctfassets.net/3kqcuzntcg31/3EYaMBwQVPqq8dxejAgKen/beb58d73ca40c945a7c13f30eaa7d950/9a61a2ad-4217-4a1e-9bd8-bd0a6cdfb9dd.jpg?fit=thumb&q=80
2577,https://scienceblogs.com/pharyngula/2013/01/22/creationism-and-racism,Creationism and racism | ScienceBlogs,museum;united states,F1A0FC3825133AE8150202F3E6CDB147,https://scienceblogs.com/files/pharyngula/files/2013/01/hamite.jpeg
2578,https://www.aspenpublicradio.org/ideas-speakers-lectures/2023-07-19/here-house-eastern-medicines-approach-to-brain-and-body-well-being-with-brittany-buffalino,Here House: Eastern Medicine's Approach to Brain and Body Well-Being with Brittany Buffalino,of elevated health;house club,FEE0FF7384C096BC66B491FB3F8DA1E0,http://npr-brightspot.s3.amazonaws.com/69/a2/8ae448484b349285651376029fda/65022863-851546511905168-6892298083346939904-n-1.jpg
2579,https://whatsnew2day.com/netflix-scraps-cheap-ad-free-plans-in-a-bid-to-lure-users-into-an-expensive-deal/,Netflix Scraps Cheap Ad-free Plans In A Bid To Lure Users Into An Expensive Deal Ã‚Â» WhatsNew2Day,lund-yates;hargreaves lansdown|netflix,4851A5E3B71246830812391CDC901DB3,https://whatsnew2day.com/wp-content/uploads/2023/07/Netflix-scraps-cheap-ad-free-plans-in-a-bid-to-lure.jpg
2580,https://www.aol.co.uk/travel-europe-rail-four-times-230100291.html,"Travel to Europe by rail four times more expensive than flying, analysis finds",eurostar;association news travel to europe,FBEF1A24496C57701F2CB57EC756F4CD,https://s.yimg.com/ny/api/res/1.2/XfjnkCoDwpW3jeyyBtVHlw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/aol_press_association_news_966/92d3b41fe9430620cf5f9d02dd345fff
2581,https://variety.com/2023/film/news/film-news-in-brief-july-17-2023-1235672024/,LGMI Awards: Dow Griffith to Receive Lifetime Achievement Award,griffith;sarah anne pierpont;yusuke sato;petros antoniadis;robin citrin;connor van bodell;lee karner;santa monica;gil robertson;edward guinn;rick famuyiwa;los angeles mark;los angeles|international cinematographers guild;african american film critics association to;location managers guild international;mission to mars;television academy saban media center;african american film critics association,1D68DF52AF60A7EDCBA9A44A794D020C,https://variety.com/wp-content/uploads/2014/08/jumanji-1995.jpg?&crop=1
2582,https://www.netnewsledger.com/2023/07/19/thunder-bay-15-year-old-aaden-pelly-last-seen-on-christina-street-east/,NetNewsLedger - Thunder Bay - 15-Year-Old Aaden Pelly Last Seen on Christina Street East,bay police seek help locating missing;thunder bay police service,F4A1C85F13A2E295E310CAFC120709DE,https://www.netnewsledger.com/wp-content/uploads/2023/07/TBPS-Missing-pelly.jpg
2583,https://lifestyle.inquirer.net/469117/her-deeper-purpose-from-executive-to-healer/,Her deeper purpose: From executive to healer,krishna shahi;donna lampano;teddy pelaez;roberto caballero|instagram;international day of yoga;manila hotel;bureau of corrections correctional institution;mandarin oriental;sm investments corp;heritage hotel;waterfront group,7585B15D064EECC8CE78D6130154171E,https://lifestyle.inquirer.net/files/2023/07/499235-1.jpeg
2584,https://www.wfaa.com/article/news/local/tarrant-county/panther-island-development-116m-in-water-districts-proposed-budget/287-2e90156c-b2eb-4c77-8a5d-625cce01e9ef,"Fort Worth, Texas: Panther Island development plans",mcwhorter;dan buhman;matt oliver|u s army corps of engineers,0AA91EB6B779DA7DE8598696D6446179,https://media.wfaa.com/assets/WFAA/images/adb701a7-4a32-4fb7-be9a-758215a516ec/adb701a7-4a32-4fb7-be9a-758215a516ec_1140x641.jpg
2585,https://www.farmersjournal.ie/milking-it-in-high-country-773604,Milking it in high country,discussion group;greenfield discussion group,290BF665E106498885D25C9290F19F9C,https://s3-eu-west-1.amazonaws.com/ifj/WEBFILES/000/773/604/2030561-773604.jpg
2586,https://www.whec.com/national-world/white-house-says-russia-is-preparing-for-attacks-on-civilian-ships-in-black-sea/,White House says Russia is preparing for attacks on civilian ships in Black Sea,defense ministry;white house national security council;associated press,88F9E052835DF254049BD2A6D5D97E4B,https://www.whec.com/wp-content/uploads/apimg/2023/07/Russia_Ukraine_War_97937.jpg
2587,https://wflaorlando.iheart.com/content/2023-07-19-rays-swept-by-rangers-now-tied-with-orioles-for-first-in-al-east/,"Rays Swept By Rangers, Now Tied With Orioles For First In AL East",gibson;leody taveras;jose siri;jonah heim;zack littell;tyler glasnow|,73CDE890765F514D5E3E495FCECDF526,"https://i.iheart.com/v3/re/assets.getty/64b8592b0701faf554abf11e?ops=gravity(%22north%22),fit(1200,675),quality(65)"
2588,https://www.kiro7.com/news/national/carlee-russell-case/FU4ZOD224Y7QOBE2GRL2DPLT6M/,Carlee Russell case: Hoover police admit they do not believe that she was ever abducted,derzis;emantic bradford jr;eric guster;frank brocato;carlee russell;keith czekleba|hoover police capt;hoover police;google,4681B2A48F2F42F9B61EC5004EFF348D,https://cmg-cmg-tv-10090-prod.cdn.arcpublishing.com/resizer/faG6iwuCFU9O2roIFit3fs3wRWo=/1440x810/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/cmg/GRARISUEMM43CDMESUB3OKQYI4.jpg
2589,https://localnews8.com/politics/cnn-us-politics/2023/07/19/second-irs-whistleblower-goes-public-at-house-oversight-hearing-about-hunter-biden-probe/,Second IRS whistleblower goes public at House Oversight hearing about Hunter Biden probe,shapley;jim jordan;joseph ziegler;alayna treene;jamie raskin;ian sams;donald trump;david weiss;kevin mccarthy;marshall cohen;joe biden;james comer;zachary cohen;hunter biden|justice department;a justice department;house oversight committee;investigation division;house judiciary committee;white house;oversight committee;cnn,90434C4811BA07ADEA1BE39940770AA4,https://localnews8.b-cdn.net/2023/07/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9pbWFnZS1iOTJlZGY4ZTFmNTkzN2FmYTIxNmFmNWUwNGUwNDRhNw-L19wYWdlcy9oX2M3MDYyZTIyMGFlNDcyOWQzMDNmMTE4MjkzNWYwYTAw-300-scaled.jpg
2590,https://www.perthnow.com.au/business/popular-aussie-food-company-bounce-collapses-into-administration-c-11328120,Popular Aussie food company Bounce collapses into administration,mcinerney;philip campbell-wilson;andy hannagan|natural high co;investments commission;natural high co pty ltd,4B883CF8E1B2C5E174BD2389E43D8E62,https://images.perthnow.com.au/publication/C-11328120/e9b26abe5e9bb27fe2ed0acf01bf175c85cfc3d0-16x9-x0y212w1536h864.jpg?imwidth=1200
2591,https://nypost.com/2023/07/19/were-finally-cutting-funding-for-the-wuhan-lab-that-likely-caused-covid/,We're finally cutting funding for the Wuhan lab that likely caused COVID,co;china wuhan institute of virology;team biden;white house,26EA5EA658EE74BA950DCF954465EBBB,https://nypost.com/wp-content/uploads/sites/2/2023/07/newspress-collage-2lkcbwd9y-1689808325826.jpg?quality=75&strip=all&1689793954
2592,https://www.ktvb.com/article/news/special-reports/moscow-murders/tiktok-user-files-counterclaims-against-university-of-idaho-professor-she-accused-in-moscow-murders-rebecca-scofield-ashley-guillard/277-17d41240-a930-4026-81ed-93fb182071c3,Tik Toker standing by claims in Moscow murder lawsuit,chapin;cory carone;xana kernodle;rebecca scofield;kaylee goncalves;madison mogen;wendy olson;bryan kohberger;elijah watkins;ashley guillard|moscow police;university of idaho;moscow police department,D5FE202F1BB393C39DA70F40D20E61E2,https://media.ktvb.com/assets/KTVB/images/b4330c0b-681e-49ff-b9a7-07950756e22b/b4330c0b-681e-49ff-b9a7-07950756e22b_1140x641.jpg
2593,https://www.gpb.org/news/2023/07/19/savannahs-talmadge-bridge-subject-of-public-comment-period-state-seeks-raise-it-for,"Savannah's Talmadge Bridge subject of public comment period, as state seeks to raise it for ships",nelson;kyle collins;benjamin payne;eric duff|georgia department of transportation,08A16D6D6E8BF16869F0FF2674161D94,https://www.gpb.org/sites/default/files/styles/three_two_702x468/public/2023-02/container-ship-savannah.jpg?fe6f3&itok=vI8uXsuL
2594,https://atlantic.ctvnews.ca/maritimers-try-to-cope-with-bummer-summer-weather-1.6486119,Maritimers cope with unfavorable summer weather,lee-baggley;claire beaton;bradie mackay|,6511878D39BA7DCFC6C392538D01E75F,https://www.ctvnews.ca/content/dam/ctvnews/en/images/2023/7/19/macgillivray-guest-home-1-6486122-1689794158518.jpg
2595,https://www.abc6.com/cause-of-massachusetts-state-house-fire-deemed-accidental/,Cause of Massachusetts State House fire deemed accidental,state police;police fire,BE630AC401F683EED7E52FBF108F9028,https://wpcdn.us-east-1.vip.tn-cloud.net/www.abc6.com/content/uploads/2023/07/z/p/de6fa180d4a381ae97c736d7c65d05c310c21410_fl9-720p_75.jpg
2596,https://newsbusters.org/blogs/nb/tom-blumer/2017/10/30/wow-did-abcs-view-bleep-out-jesus,Wow: Did ABC's 'The View' Bleep Out Jesus?,paula faris|twitter,863E7797DFCDC2023EBBCA5E384D1A6E,https://cdn.newsbusters.org/styles/mobile_thumb_700x400_/s3/images/the_view_-_11_29_44_am_-_11_30_30_am_-_11_00_23_am.jpg?itok=coLP-73U
2597,https://www.govinfosecurity.com/ukrainian-police-shutter-propaganda-spreading-bot-farm-a-22592,Ukrainian Police Shutter Propaganda-Spreading Bot Farm,police of ukraine;ukrainian forces shutter bot;ukrainian cyber police;ukrainian police shutter propaganda,59616D99D145CE3DEC7CABA3AC91A1CB,https://130e178e8f8ba617604b-8aedd782b7d22cfe0d1146da69a52436.ssl.cf1.rackcdn.com/ukrainian-police-shutter-propaganda-spreading-bot-farm-showcase_image-5-a-22592.jpg
2598,https://english.elpais.com/usa/2023-07-19/border-patrol-fails-to-assess-medical-needs-for-children-with-preexisting-conditions-report-says.html,"Border Patrol fails to assess medical needs for children with preexisting conditions, report says",alvarez benedicks;troy a miller;melissa adamson;eduardo maradiaga espinoza;anadith danay reyes alvarez|u s department of homeland security;associated press;u s department of health;national center;human services;united states,457B44034CCDB5C93D66B291917FEFDA,https://images.english.elpais.com/resizer/GPfKe0ouaWWZyDUzOoct6hAtfj4=/1200x0/cloudfront-eu-central-1.images.arcpublishing.com/prisa/MIEBAKM2QMORUQCLM442QCGD5U.jpg
2599,https://indianexpress.com/article/cities/mumbai/traffic-thrown-out-of-gear-as-roads-go-under-water-8849257/,Traffic thrown out of gear as roads go under water,thackeray;ajit pawar;kirit somaiya|twitter;mumbaipolice traffic police;wilson college,0FD12EB79F043B8455BB5F6829263840,https://images.indianexpress.com/2023/07/A-traffic-constable-manages-traffic-amid-rain-in-Mumbai-on-Wednesday.-PTI.jpg
2600,https://www.foxnews.com/us/dallas-police-arrest-possible-serial-killer-connection-deaths-women-found-along-trinity-river,Dallas police arrest possible serial killer in connection to deaths of 3 women found along Trinity River,walton;greg wehner;oscar sanchez garcia;kimberly robinson;sanchez garcia;eric johnson|police department;dallas police department;dallas police detectives david grubbs,2B9D7393C09A4B280B5F67FA2AE7942A,https://static.foxnews.com/foxnews.com/content/uploads/2023/05/dallas-police-car.jpg
2601,https://www.theartnewspaper.com/2023/07/19/smithsonian-abrupt-cancellation-asian-american-literary-festival,Smithsonian under fire for abrupt cancellation of Asian American literary festival,chee;ocean vuong;sophia nguyen;jenny xie;nancy yao;ngaire blankenberg|national museum of the american latino;national museum of african art;smithsonian asian pacific american center;authors guild;us court;york museum of chinese;smithsonian;american women history museum;washington post;instagram,119E44B94D0CBB91B84A39AE361D9A8B,"https://cdn.sanity.io/images/cxgd3urn/production/71ac89f0e4bc8003d7c85fe0c73728148f79df45-2000x1500.jpg?rect=0,150,2000,1200&q=85&fit=crop&auto=format"
2602,https://www.farmersjournal.ie/epa-defends-science-behind-nitrates-map-775374,EPA defends science behind nitrates map,cotter;jackie cahill;charlie mcconalogue|european commission;oireachtas committee on agriculture on;department of agriculture;environmental protection agency,08A453347817306D686120371E261162,https://s3-eu-west-1.amazonaws.com/ifj/WEBFILES/000/775/374/2030614-775374.jpg
2603,https://www.supertalk.fm/i-dont-believe-in-writing-a-blank-check-ezell-explains-vote-to-cut-aid-for-ukraine/,'I don't believe in writing a blank check': Ezell explains vote to cut aid for Ukraine,ezell;matt gaetz;michael guest;bennie thompson;trent kelly;gerard gibert|national defense authorization;united states,ECFCFA171E7824769CAEB083B1D708E6,https://www.supertalk.fm/wp-content/uploads/2023/01/mike-ezell-2.jpg
2604,https://www.aa.com.tr/en/economy/turkish-finance-minister-hails-deals-signed-between-turkiye-uae/2949916,"Turkish finance minister hails deals signed between TÃƒÂ¼rkiye, UAE",forum;anadolu agency,9B5D66ADFEBF736E3D793EB5E7950C0E,https://cdnuploads.aa.com.tr/uploads/Contents/2023/07/19/thumbs_b_c_ac6ba86056d152c9a45f97119cf8a48e.jpg?v=000217
2605,https://www.timesfreepress.com/news/2023/jul/19/chattanooga-based-unum-marks-175-years-with/,Chattanooga-based Unum marks 175 years with 'birthday party' | Chattanooga Times Free Press,anchlia;michael rhudy;rick mckenney;paul revere;tim kelly|river city co;union mutual;accident insurance co;unumprovident,6D0AE3E83CA13EA68863D795795A4378,https://wehco.media.clients.ellingtoncms.com/imports/adg/photos/102873396_072023c00-unum-bd63d_t600.jpg?4326734cdb8e39baa3579048ef63ad7b451e7676
2606,https://www.dailymail.co.uk/tvshowbiz/article-12317291/Brooke-Warne-shows-super-fit-figure-pair-bike-shorts-skintight-enjoys-sauna-session-ice-bath-3km-run.html,Brooke Warne shows off her super fit figure in a pair of bike shorts and a skintight top as she enjoys a sauna session and ice bath after a 3km run,warne;brooke warne;koh samui;alex heath|prada,C4DA83393CB704D5B742525BA7EC02B5,https://i.dailymail.co.uk/1s/2023/07/20/00/73406841-0-image-a-13_1689809133187.jpg
2607,https://www.ocregister.com/2023/07/19/competition-is-fierce-at-the-oc-fair/,Competition is fierce at the OC Fair,chiou;mark rightmire;allison carlson;jackie reichner;sarah pilon;pete galles;noah alvarado;aliso viejo;taylor pugh;mckenna armstrong;andrea carmouche;shayna franta;lisa altfest;lynda foster;kaylee ohanian;claudette truex|newport harbor high school;oc fair event center;mission viejo,6FF08E93F79F05D2846D31B41F443C5C,https://www.ocregister.com/wp-content/uploads/2023/07/OCR-L-FAIRCOMP-0719-03mr.jpg
2608,https://www.dailymail.co.uk/tvshowbiz/article-12317315/Newlyweds-Barbara-Palvin-Dylan-Sprouse-hold-SECOND-bigger-wedding-ceremony-California-fall-tying-knot-Hungary.html,Newlyweds Barbara Palvin and Dylan Sprouse will hold a SECOND bigger wedding ceremony in California in the fall... after tying the knot in Hungary,perretta;niall horan;barbara palvin;dylan sprouse;dayna frazer;vivienne westwood|tiffany co;instagram;victoria secret;disney channel,4868E149E1DE81E99965089BBF465576,https://i.dailymail.co.uk/1s/2023/07/19/23/73405799-0-image-a-13_1689806961770.jpg
2609,https://vervetimes.com/jill-biden-expresses-support-for-medicare-proposal-covering-navigation-services-for-cancer-patients/,Jill Biden expresses support for Medicare proposal covering navigation services for cancer patients,for medicare;united states;medicaid services,3DB6CC9529C33B14396E48A10CD5708E,https://s.abcnews.com/images/US/wirestory_daff29d151b58fb04cee569a6ff12da1_16x9_992.jpg
2610,https://nypost.com/2023/07/19/new-zealand-home-cooks-turn-to-roadkill-and-are-frying-up-possum-as-meat-prices-soar/,New Zealand home cooks turn to 'roadkill' and are frying up possum as meat prices soar,robertson;vincent arbuckle;phil bremer|zealand food safety science research centre,49E3D6176E39191F8A8AD9B9A9259730,https://nypost.com/wp-content/uploads/sites/2/2023/07/NYPICHPDPICT000014319914.jpg?quality=75&strip=all
2611,https://www.wsoctv.com/news/national/biden-administration/I67JYPPEXMP6SY6MZVBMADYYL4/,Biden administration tells judge that its new asylum rule is not a reboot of Trump's efforts,reuveni;joe biden;jon s tigar;katrina eiland;justice john roberts;donald trump;barack obama|united states;department of justice;supreme court;american civil liberties union;associated press;u s supreme court,8D0798C7BDA44391B2F97D44FAA7327C,https://cmg-cmg-tv-10030-prod.cdn.arcpublishing.com/resizer/Sk4j66qTs9KU5wE50VU_WBOQ9kc=/1440x810/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/cmg/D3DZQ7O3LIGAPGRC64CLQXEAFQ.jpg
